State,Reporting period,Release date,Metric name ,Value ,Data notes
IN,202404,202407,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed (Metric 5a),84069,
IN,202404,202407,Total beneficiaries renewed on an ex parte basis (i.e. based on available information) (Metric 5a1),72179,
IN,202404,202407,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),11890,
IN,202404,202407,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),8607,
IN,202404,202407,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form (Metric 5b),3579,
IN,202404,202407,Total beneficiaries whose coverage was terminated for a procedural or administrative reason (Metric 5c),5028,
IN,202404,202407,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),22372,
IN,202404,202407,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),0.7307,
IN,202404,202407,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month (Metric 5a1 / 5),0.6274,
IN,202404,202407,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5a2 / 5),0.1033,
IN,202404,202407,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),0.0748,
IN,202404,202407,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),0.0311,
IN,202404,202407,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month (Metric 5c / 5),0.0437,
IN,202404,202407,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month (Metric 5d / 5),0.1945,
IN,202404,202410,Total call center volume (number of calls),264917,"C4, C5, C6"
IN,202404,202410,Average call center wait time (minutes),3,"C4, C5, C6"
AZ,202308,202410,Average call center abandonment rate,0.212,"C4, C5, C6"
IN,202403,202406,Total number of Medicaid and CHIP beneficiaries for whom a renewal was initiated in the reporting month (Metric 4),115048,
IN,202403,202406,Total number of beneficiaries due for renewal in the reporting month (Metric 5),155314,
IN,202403,202406,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed (Metric 5a),97697,
IN,202403,202406,Total beneficiaries renewed on an ex parte basis (i.e. based on available information) (Metric 5a1),82215,
IN,202403,202406,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),15482,
IN,202403,202406,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),14035,
IN,202403,202406,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form (Metric 5b),4427,
IN,202403,202406,Total beneficiaries whose coverage was terminated for a procedural or administrative reason (Metric 5c),9608,
IN,202403,202406,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),43582,
IN,202403,202406,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),0.629,
IN,202403,202406,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month (Metric 5a1 / 5),0.5293,
IN,202403,202406,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5a2 / 5),0.0997,
IN,202403,202406,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),0.0904,
IN,202403,202406,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),0.0285,
IN,202403,202406,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month (Metric 5c / 5),0.0619,
IN,202403,202406,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month (Metric 5d / 5),0.2806,
IN,202403,202410,Total call center volume (number of calls),245997,"C4, C5, C6"
IN,202403,202410,Average call center wait time (minutes),6,"C4, C5, C6"
CA,202308,202410,Average call center abandonment rate,0.009,"C3, C4, C6"
IN,202402,202405,Total number of Medicaid and CHIP beneficiaries for whom a renewal was initiated in the reporting month (Metric 4),155314,
IN,202402,202405,Total number of beneficiaries due for renewal in the reporting month (Metric 5),154510,
IN,202402,202405,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed (Metric 5a),88425,
IN,202402,202405,Total beneficiaries renewed on an ex parte basis (i.e. based on available information) (Metric 5a1),72651,
IN,202402,202405,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),15774,
IN,202402,202405,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),22898,
IN,202402,202405,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form (Metric 5b),4617,
IN,202402,202405,Total beneficiaries whose coverage was terminated for a procedural or administrative reason (Metric 5c),18281,
IN,202402,202405,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),43187,
IN,202402,202405,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),0.5723,
IN,202402,202405,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month (Metric 5a1 / 5),0.4702,
IN,202402,202405,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5a2 / 5),0.1021,
IN,202402,202405,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),0.1482,
IN,202402,202405,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),0.0299,
IN,202402,202405,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month (Metric 5c / 5),0.1183,
IN,202402,202405,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month (Metric 5d / 5),0.2795,
IN,202402,202410,Total call center volume (number of calls),275978,"C4, C5, C6"
IN,202402,202410,Average call center wait time (minutes),11,"C4, C5, C6"
CO,202308,202410,Average call center abandonment rate,0.23,"C3, C4, C6"
IN,202401,202404,Total number of Medicaid and CHIP beneficiaries for whom a renewal was initiated in the reporting month (Metric 4),154510,
IN,202401,202404,Total number of beneficiaries due for renewal in the reporting month (Metric 5),132671,
IN,202401,202404,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed (Metric 5a),78319,
IN,202401,202404,Total beneficiaries renewed on an ex parte basis (i.e. based on available information) (Metric 5a1),65482,
IN,202401,202404,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),12837,
IN,202401,202404,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),17868,
IN,202401,202404,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form (Metric 5b),4132,
IN,202401,202404,Total beneficiaries whose coverage was terminated for a procedural or administrative reason (Metric 5c),13736,
IN,202401,202404,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),36484,
IN,202401,202404,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),0.5903,
IN,202401,202404,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month (Metric 5a1 / 5),0.4936,
IN,202401,202404,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5a2 / 5),0.0968,
